modelParams|clParams|alpha,modelParams|sensorParams|encoders|cpu:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.005418683987937205,53,0.0003,12,10,2
