timestamp,cpu
datetime,float
,
09/19/18 23:55,4.0
09/19/18 23:55,12.9
09/19/18 23:55,5.0
09/19/18 23:55,6.7
09/19/18 23:55,10.9
09/19/18 23:55,7.1
09/19/18 23:55,9.6
09/19/18 23:55,6.6
09/19/18 23:55,14.4
09/19/18 23:55,15.7
09/19/18 23:55,7.1
09/19/18 23:55,12.0
09/19/18 23:55,5.1
09/19/18 23:55,5.7
09/19/18 23:55,9.7
09/19/18 23:55,7.1
09/19/18 23:55,13.7
09/19/18 23:55,11.0
09/19/18 23:55,10.6
09/19/18 23:55,17.5
09/19/18 23:55,9.8
09/19/18 23:55,12.4
09/19/18 23:55,7.1
09/19/18 23:55,14.9
09/19/18 23:55,4.5
09/19/18 23:55,13.8
09/19/18 23:55,14.2
09/19/18 23:55,8.0
09/19/18 23:55,11.7
09/19/18 23:55,10.9
09/19/18 23:55,10.6
09/19/18 23:55,7.7
09/19/18 23:55,8.7
09/19/18 23:55,7.6
09/19/18 23:55,9.5
09/19/18 23:55,9.7
09/19/18 23:55,7.1
09/19/18 23:55,10.2
09/19/18 23:55,18.1
09/19/18 23:55,10.4
09/19/18 23:55,13.8
09/19/18 23:55,5.1
09/19/18 23:55,12.3
09/19/18 23:55,3.5
09/19/18 23:55,11.7
09/19/18 23:55,14.4
09/19/18 23:55,8.6
09/19/18 23:55,8.7
09/19/18 23:55,12.8
09/19/18 23:55,21.1
09/19/18 23:56,13.7
09/19/18 23:56,7.1
09/19/18 23:56,13.5
09/19/18 23:56,10.7
09/19/18 23:56,7.6
09/19/18 23:56,9.2
09/19/18 23:56,9.2
09/19/18 23:56,12.2
09/19/18 23:56,11.2
09/19/18 23:56,12.2
09/19/18 23:56,13.3
09/19/18 23:56,4.0
09/19/18 23:56,14.1
09/19/18 23:56,6.6
09/19/18 23:56,6.2
09/19/18 23:56,10.1
09/19/18 23:56,7.7
09/19/18 23:56,8.7
09/19/18 23:56,12.7
09/19/18 23:56,16.0
09/19/18 23:56,12.4
09/19/18 23:56,7.0
09/19/18 23:56,11.9
09/19/18 23:56,5.1
09/19/18 23:56,7.6
09/19/18 23:56,11.6
09/19/18 23:56,10.1
09/19/18 23:56,9.2
09/19/18 23:56,6.6
09/19/18 23:56,21.4
09/19/18 23:56,14.8
09/19/18 23:56,11.9
09/19/18 23:56,12.6
09/19/18 23:56,10.0
09/19/18 23:56,6.2
09/19/18 23:56,4.1
09/19/18 23:56,13.3
09/19/18 23:56,12.6
09/19/18 23:56,7.6
09/19/18 23:56,10.3
09/19/18 23:56,10.2
09/19/18 23:56,8.2
09/19/18 23:56,18.6
09/19/18 23:56,16.2
09/19/18 23:56,5.1
09/19/18 23:56,6.5
09/19/18 23:56,9.2
09/19/18 23:56,58.2
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:56,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:57,100.0
09/19/18 23:58,100.0
09/19/18 23:58,100.0
09/19/18 23:58,100.0
09/19/18 23:58,100.0
